link,brand,size,product_name,new_price,old_price
https://www.grailed.com/listings/67796822-rick-owens-rick-owens-dylan-t?g_aidx=Listing_by_date_added_production&g_aqid=339ac239f4e4ad8ba781aeeb2200d1ae,RICK OWENS,S,Rick Owens Dylan T,180.0,
https://www.grailed.com/listings/67796746-rick-owens-rick-owens-dylan-t?g_aidx=Listing_by_date_added_production&g_aqid=339ac239f4e4ad8ba781aeeb2200d1ae,RICK OWENS,XS,Rick Owens Dylan T,180.0,
https://www.grailed.com/listings/67877159-rick-owens-sweater?g_aidx=Listing_by_date_added_production&g_aqid=ff72756e329a2c322d86434d284b2f47,RICK OWENS,L,Sweater,180.0,
https://www.grailed.com/listings/67844514-rick-owens-rick-owens-double-layer-long-sleeve?g_aidx=Listing_by_date_added_production&g_aqid=2025d6cf17ef0c38d0117c6f60c21b86,RICK OWENS,XL,Rick Owens Double Layer Long-sleeve,180.0,
https://www.grailed.com/listings/67826722-rick-owens-rick-owens-shirt?g_aidx=Listing_by_date_added_production&g_aqid=3ef7a620687b025ddb4f7ac4903d94c8,RICK OWENS,XS,Rick Owens Shirt,180.0,
https://www.grailed.com/listings/67848311-rick-owens-x-rick-owens-drkshdw-rick-owens-drkshdw-ss19-memphis-cut-jeans?g_aidx=Listing_by_date_added_production&g_aqid=2025d6cf17ef0c38d0117c6f60c21b86,RICK OWENS × RICK OWENS DRKSHDW,29,Rick Owens DRKSHDW SS19 Memphis Cut Jeans,183.0,
https://www.grailed.com/listings/67881102-rick-owens-trunk-charm-necklace?g_aidx=Listing_by_date_added_production&g_aqid=91a4b4114cc6a5595bddc7c0319c8992,RICK OWENS,OS,TRUNK CHARM Necklace,187.0,
https://www.grailed.com/listings/67871640-bag-x-leather-x-rick-owens-rick-owens-wallet-leather-pouch-vintage-ma368?g_aidx=Listing_by_date_added_production&g_aqid=ff72756e329a2c322d86434d284b2f47,BAG × LEATHER × RICK OWENS,OS,RICK OWENS Wallet Leather Pouch Vintage MA368,190.0,
https://www.grailed.com/listings/67827099-rick-owens-drkshdw-cotton-scarnification-long-sleeved-t-shirt?g_aidx=Listing_by_date_added_production&g_aqid=3ef7a620687b025ddb4f7ac4903d94c8,RICK OWENS,M,DRKSHDW Cotton SCARNIFICATION Long Sleeved T-shirt,193.0,
https://www.grailed.com/listings/67882936-rick-owens-drkshdw-cotton-scarnification-long-sleeved-t-shirt?g_aidx=Listing_by_date_added_production&g_aqid=91a4b4114cc6a5595bddc7c0319c8992,RICK OWENS,L,DRKSHDW Cotton SCARNIFICATION Long Sleeved T-shirt,193.0,
https://www.grailed.com/listings/67881170-rick-owens-drkshdw-cotton-scarnification-long-sleeved-t-shirt?g_aidx=Listing_by_date_added_production&g_aqid=f01343eb32c98b23ed9fea9315bd492b,RICK OWENS,S,DRKSHDW Cotton SCARNIFICATION Long Sleeved T-shirt,193.0,
https://www.grailed.com/listings/67699784-converse-x-rick-owens-x-rick-owens-drkshdw-rick-owens-drkshdw-turbowpn-converse-clay-hi-tops-men-s-9-5?g_aidx=Listing_by_date_added_production&g_aqid=956ad4d549e8de6e428f3efa98b10b50,CONVERSE × RICK OWENS × RICK OWENS DRKSHDW,9.5,Rick Owens Drkshdw Turbowpn Converse Clay Hi Tops Men’s 9.5,195.0,
https://www.grailed.com/listings/67802266-rick-owens-rick-owens-logo-tee?g_aidx=Listing_by_date_added_production&g_aqid=be170b0ffbb012c30dbbf0c61c73b703,RICK OWENS,L,Rick Owens Logo Tee,199.0,
https://www.grailed.com/listings/67801725-rick-owens-rick-owens-logo-tee?g_aidx=Listing_by_date_added_production&g_aqid=be170b0ffbb012c30dbbf0c61c73b703,RICK OWENS,M,Rick Owens Logo Tee,199.0,
https://www.grailed.com/listings/67824143-rick-owens-rick-owen-long-sleeve?g_aidx=Listing_by_date_added_production&g_aqid=3ef7a620687b025ddb4f7ac4903d94c8,RICK OWENS,M,Rick Owen Long Sleeve,199.0,
https://www.grailed.com/listings/67862650-rick-owens-rick-owens-porterville-level-t-shirt-tee?g_aidx=Listing_by_date_added_production&g_aqid=291ed51ea73fbebb07c66531b53d0226,RICK OWENS,M,Rick Owens ”Porterville” Level T-Shirt Tee,200.0,
https://www.grailed.com/listings/67705937-rick-owens-x-rick-owens-drkshdw-rick-owens-archive-gradient-longsleeve-tshirt?g_aidx=Listing_by_date_added_production&g_aqid=956ad4d549e8de6e428f3efa98b10b50,RICK OWENS × RICK OWENS DRKSHDW,M,Rick Owens Archive Gradient Longsleeve Tshirt,200.0,
https://www.grailed.com/listings/67814013-rick-owens-rick-owens-vergine-wool-knit?g_aidx=Listing_by_date_added_production&g_aqid=cb99cbfc857fa6745a57d105670d0e41,RICK OWENS,L,Rick owens vergine wool knit,200.0,
https://www.grailed.com/listings/67862653-rick-owens-rick-owens-lido-level-t-shirt-tee?g_aidx=Listing_by_date_added_production&g_aqid=291ed51ea73fbebb07c66531b53d0226,RICK OWENS,M,Rick Owens ”Lido” Level T-Shirt Tee,200.0,
https://www.grailed.com/listings/67731078-converse-x-rick-owens-rick-owens-turbowpn-white?g_aidx=Listing_by_date_added_production&g_aqid=20c6721d7edaaffc0b2bd66406b113fa,CONVERSE × RICK OWENS,10.5,Rick Owens TurboWPN White,200.0,
https://www.grailed.com/listings/67882695-rick-owens-x-rick-owens-drkshdw-rick-owens-drkshdw-ramones?g_aidx=Listing_by_date_added_production&g_aqid=91a4b4114cc6a5595bddc7c0319c8992,RICK OWENS × RICK OWENS DRKSHDW,8,Rick Owens Drkshdw Ramones,205.0,
https://www.grailed.com/listings/67703914-rick-owens-x-rick-owens-drkshdw-rick-owens-sweatpants?g_aidx=Listing_by_date_added_production&g_aqid=ce5ae5fc86762f52f4199f8b762a2ce9,RICK OWENS × RICK OWENS DRKSHDW,36,Rick Owens Sweatpants,207.0,230.0
https://www.grailed.com/listings/67777147-rick-owens-rick-owens-asymmetrical-wool-cardigan?g_aidx=Listing_by_date_added_production&g_aqid=f1df3a832c30286790327e4487508bf4,RICK OWENS,S,Rick Owens Asymmetrical Wool Cardigan,210.0,
https://www.grailed.com/listings/67877236-rick-owens-knit-sweater?g_aidx=Listing_by_date_added_production&g_aqid=ff72756e329a2c322d86434d284b2f47,RICK OWENS,L,Knit Sweater,210.0,
https://www.grailed.com/listings/67733198-rick-owens-rick-owens-sneakers-size-44?g_aidx=Listing_by_date_added_production&g_aqid=20c6721d7edaaffc0b2bd66406b113fa,RICK OWENS,11,Rick Owens Sneakers size 44,214.0,
https://www.grailed.com/listings/67847195-rick-owens-rick-owens-vomit-sweater?g_aidx=Listing_by_date_added_production&g_aqid=2025d6cf17ef0c38d0117c6f60c21b86,RICK OWENS,XS,Rick Owens Vomit Sweater,215.0,
